stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
7247206,,"Tyson Foods","",39.307281,-84.464929,,,0,,,0,,
7247207,,"SR-747 & Rialto NB","",39.324571,-84.46347,,,0,,,0,,
7247208,,"Port Union & Goldpark WB","",39.332787,-84.464618,,,0,,,0,,
7247209,,"Port Union & LeSaint WB","",39.331791,-84.473072,,,0,,,0,,
7247210,,"Koch Foods WB","",39.331974,-84.486516,,,0,,,0,,
7247211,,"Port Union & Seward WB","",39.333932,-84.494154,,,0,,,0,,
7247215,,"Fin-Pan","",39.344562,-84.512254,,,0,,,0,,
7247223,,"Kroger Hamilton/Grand WB","",39.38198,-84.548303,,,0,,,0,,
7247224,,"Washington & 2nd WB","",39.391284,-84.564809,,,0,,,0,,
7247226,,"Front & Chestnut NB","",39.392768,-84.566939,,,0,,,0,,
7248717,,"Central Ave at Central Pastry","",39.514557,-84.397847,,,0,,,0,,
7248718,,"Central Ave at Leibee St.","",39.513928,-84.395422,,,0,,,0,,
7248719,,"Central Ave at Grimes St.","",39.513581,-84.393963,,,0,,,0,,
7248720,,"Central Ave at McKinley (Eastbound)","",39.512372,-84.385418,,,0,,,0,,
7248721,,"Central Ave at Shafer St (Eastbound)","",39.512254,-84.383789,,,0,,,0,,
7248722,,"Shafer St at North Ave","",39.51478,-84.383353,,,0,,,0,,
7248723,,"Shafer St at Flemming Rd.","",39.517583,-84.38309,,,0,,,0,,
7248724,,"University Blvd at American Savings Bank","",39.521242,-84.379588,,,0,,,0,,
7248725,,"University Blvd at Richardson St.","",39.521254,-84.378098,,,0,,,0,,
7248726,,"University Blvd across from Sorg Pl","",39.52261,-84.372985,,,0,,,0,,
7248727,,"University Blvd at Park Ln","",39.523491,-84.370312,,,0,,,0,,
7248728,,"University Blvd at Miami University Dr","",39.52662,-84.355967,,,0,,,0,,
7248731,,"Breiel Blvd at Rosedale Rd","",39.517214,-84.354267,,,0,,,0,,
7248732,,"Breiel Blvd at Mallory Dr","",39.514603,-84.354497,,,0,,,0,,
7248733,,"Central Ave at Breiel Blvd Eastbound","",39.510373,-84.353929,,,0,,,0,,
7248734,,"Central Ave and Elsmere St","",39.510166,-84.351085,,,0,,,0,,
7248735,,"Central Ave and Heinkle St","",39.510192,-84.347524,,,0,,,0,,
7248736,,"Central Ave and Marshall","",39.510365,-84.344873,,,0,,,0,,
7248737,,"Access Counseling","",39.509955,-84.3335,,,0,,,0,,
7248738,,"Baverian Woods Dr at Apartment Office","",39.507333,-84.336978,,,0,,,0,,
7248739,,"Baverian Woods Dr at Vienna Forest","",39.506001,-84.335233,,,0,,,0,,
7248741,,"Towne Blvd at Social Security Office","",39.499931,-84.328733,,,0,,,0,,
7248742,,"Kettering Medical Center","",39.492625,-84.318911,,,0,,,0,,
7248743,,"Union Rd at Route 122","",39.494321,-84.317302,,,0,,,0,,
7248744,,"Atrium Medical Center","",39.498504,-84.315188,,,0,,,0,,
7248745,,"Market St at McDonalds Restaurant","",39.495301,-84.3212,,,0,,,0,,
7248746,,"Roosevelt Blvd at Big Lots","",39.500886,-84.348951,,,0,,,0,,
7248747,,"Roosevelt Blvd at Save-a-lot Grocery","",39.500812,-84.350099,,,0,,,0,,
7248748,,"Marie Dr at Kitty Hawk Plaza","",39.502426,-84.352458,,,0,,,0,,
7248749,,"Marie Dr at Thrift Store","",39.502522,-84.353859,,,0,,,0,,
7248750,,"Breiel Blvd at Shopping Center","",39.505613,-84.354968,,,0,,,0,,
7248751,,"Central Ave at Breiel Blvd Westbound","",39.510837,-84.355165,,,0,,,0,,
7248752,,"Central Ave at Burton","",39.511035,-84.358141,,,0,,,0,,
7248753,,"Central Ave at Senior Center","",39.511213,-84.361575,,,0,,,0,,
7248754,,"Central Ave at Highview St","",39.511346,-84.364629,,,0,,,0,,
7248755,,"Central Ave at Magnolia St","",39.511442,-84.366373,,,0,,,0,,
7248756,,"Central Ave at Glenmore St","",39.511496,-84.367697,,,0,,,0,,
7248757,,"Central Ave at Euclid St","",39.511705,-84.37221,,,0,,,0,,
7248758,,"Central Ave at Aberdeen St","",39.511827,-84.374751,,,0,,,0,,
7248759,,"Central Ave at McKnight St","",39.511951,-84.376663,,,0,,,0,,
7248760,,"Central Ave at Bellemonte St","",39.512246,-84.381484,,,0,,,0,,
7248761,,"Central Ave at Shafer St (Westbound)","",39.512362,-84.383415,,,0,,,0,,
7248762,,"Central Ave at McKinley (Westbound)","",39.51247,-84.38517,,,0,,,0,,
7248763,,"Central Ave at Harrison St","",39.51261,-84.387453,,,0,,,0,,
7248764,,"Central Ave at Moore St","",39.512788,-84.390083,,,0,,,0,,
7248961,,"Benton Hall","",39.51045376282181,-84.73447658664703,,,0,,,0,,
7248962,,"High & University WB","",39.510481,-84.738016,,,0,,,0,,
7248963,,"Uptown Park","",39.510572,-84.741942,,,0,,,0,,
7248964,,"High & Locust","",39.510661,-84.748793,,,0,,,0,,
7248965,,"Taco Bell","",39.509565,-84.75096,,,0,,,0,,
7248966,,"Kroger","",39.50765,-84.7503,,,0,,,0,,
7248967,,"Stewart Square","",39.507349,-84.746726,,,0,,,0,,
7248968,,"Spring & Main EB","",39.507275,-84.741834,,,0,,,0,,
7248969,,"Hanna House 2","",39.507219,-84.738139,,,0,,,0,,
7248970,,"Goggin Center","",39.504424,-84.736342,,,0,,,0,,
7249293,,"College Corner Pike and Westgate Drive NB","",39.515882,-84.754404,,,0,,,0,,
7249294,,"CCP and Melanee N","",39.521252,-84.76035,,,0,,,0,,
7249295,,"Walmart - Oxford","",39.528133,-84.7675,,,0,,,0,,
7249296,,"CCP and Melanee S","",39.520324,-84.759529,,,0,,,0,,
7249297,,"College Corner Pike and Westgate Drive SB","",39.515676,-84.754348,,,0,,,0,,
7249298,1014,"Miami Station B","",39.507177,-84.733396,,,0,,,0,,
7249542,,"Campus & Walnut SB","",39.509264,-84.739357,,,0,,,0,,
7249544,,"College and Central","",39.502319,-84.745675,,,0,,,0,,
7249545,,"Foxfire Dr and College","",39.504197,-84.747193,,,0,,,0,,
7249546,,"Foxfire Dr and Locust","",39.504281,-84.749007,,,0,,,0,,
7249547,,"Wells Mill","",39.505011,-84.75208,,,0,,,0,,
7250337,,"Porter Hall","",39.503068,-84.736176,,,0,,,0,,
7250338,,"King Library","",39.508412,-84.73918,,,0,,,0,,
7250339,,"Main & Withrow NB","",39.512472,-84.742302,,,0,,,0,,
7250340,,"Withrow & College","",39.512708,-84.745385,,,0,,,0,,
7250341,,"Sycamore & College","",39.515104,-84.745184,,,0,,,0,,
7250342,,"Sycamore and Poplar","",39.515044,-84.740482,,,0,,,0,,
7250344,,"Sycamore & Tallawanda","",39.51474,-84.734703,,,0,,,0,,
7250345,,"Tallawanda and Church","",39.511014,-84.73479,,,0,,,0,,
7250346,,"Laws Hall","",39.510307,-84.733251,,,0,,,0,,
7250347,,"Art Museum","",39.501383,-84.729711,,,0,,,0,,
7250348,,"Western Lodge","",39.500671,-84.72609,,,0,,,0,,
7250349,,"Boyd Hall","",39.502973,-84.725769,,,0,,,0,,
7250350,,"Beechwoods Hall","",39.506238,-84.728929,,,0,,,0,,
7250764,,"Ditmer","",39.50659,-84.72152,,,0,,,0,,
7250765,,"Child Development Center","",39.505433,-84.726683,,,0,,,0,,
7254950,,"Bonita at Emerald Green Apts","",39.495184,-84.356646,,,0,,,0,,
7254973,,"Mohawk St at Oneka Ave","",39.482655,-84.394666,,,0,,,0,,
7263001,,"Sutphin St at Linden Ave","",39.511448,-84.387997,,,0,,,0,,
7416768,,"Rec Center","",39.50262,-84.73628,,,0,,,0,,
7425246,,"BCRTA Headquarters","",39.372335,-84.516626,,,0,,,0,,
7428743,,"Charles St at Tytus Ave","",39.523405,-84.3903,,,0,,,0,,
7770847,,"Main & Eaton SB","",39.406822,-84.573589,,,0,,,0,,
7770848,,"University & Grand SB","",39.382386,-84.561457,,,0,,,0,,
7771401,,"University & Grand NB","",39.382453,-84.561447,,,0,,,0,,
8061285,,"Tri County Parkway","",39.286224,-84.461211,,,0,,,0,,
8061286,,"TJ MAX","",39.284571,-84.461053,,,0,,,0,,
8061287,,"495 E Kemper Rd, Metro Connection","",39.28733,-84.461649,,,0,,,0,,
8082477,,"West Millet Parking Lot","",39.517169,-84.737519,,,0,,,0,,
8082478,,"Millett ","",39.517111,-84.73581,,,0,,,0,,
8584458,,"Washington and Central","",39.39109,-84.561969,,,0,,,0,,
8584845,,"Hanover and East","",39.389638,-84.552627,,,0,,,0,,
8595103,,"Meijer - West Chester Township","",39.35741,-84.378316,,,0,,,0,,
8595105,,"Martin Luther King Dr & Burnet Ave EB","",39.135088,-84.500693,,,0,,,0,,
8595106,,"Government Square Area D","",39.101556,-84.511444,,,0,,,0,,
8649946,,"Pleasant Ave & Hill SB","",39.35401,-84.5587,,,0,,,0,,
9067076,,"Government Square Area H","",39.10267,-84.509915,,,0,,,0,,
9067078,,"Martin Luther King Dr & Eden Ave WB","",39.135552,-84.505517,,,0,,,0,,
9067742,,"Martin Luther King Dr & Jefferson Ave WB","",39.135548,-84.510514,,,0,,,0,,
9067743,,"Martin Luther King Dr & Bishop St WB","",39.135755,-84.513668,,,0,,,0,,
9068311,,"Martin Luther King Dr & Bishop St EB","",39.135596,-84.513754,,,0,,,0,,
9068312,,"Martin Luther King Dr & Jefferson Ave EB","",39.135365,-84.509804,,,0,,,0,,
9068314,,"Martin Luther King Dr & Eden Ave EB","",39.135374,-84.505987,,,0,,,0,,
9123554,,"Five Guys","",39.287033,-84.456379,,,0,,,0,,
9126323,,"MLK Dr & Burnet Ave WB","",39.135231,-84.500684,,,0,,,0,,
9164494,,"Bavarian St at Central Ave","",39.509926,-84.336971,,,0,,,0,,
9164495,,"Manchester Ave at Charles St","",39.514621,-84.392247,,,0,,,0,,
9164501,,"Curtis St at Reynolds Ave","",39.514525,-84.399352,,,0,,,0,,
9164616,,"Main St at Pinta Ave SB","",39.489104,-84.419154,,,0,,,0,,
9164617,,"Main St at Moose Lodge SB","",39.483988,-84.419719,,,0,,,0,,
9221360,,"S 2nd St & Long St","",39.387571,-84.562344,,,0,,,0,,
9221865,,"Forest Hills Dr & N Breiel Blvd","",39.522042,-84.352923,,,0,,,0,,
9355648,,"From Riverfront Transit Center","",39.098489,-84.505493,,,0,,,0,,
9357242,,"To Riverfront Transit Center","",39.09746876672683,-84.51866357937622,,,0,,,0,,
9637114,,"Shafor St at Elmo Pl","",39.51917,-84.382934,,,0,,,0,,
9637115,,"130 N Breiel Blvd","",39.512808,-84.354585,,,0,,,0,,
9637116,,"Towne Blvd at Village Dr","",39.494465,-84.329628,,,0,,,0,,
9637494,,"Market Ave at Union Rd","",39.495611,-84.31821,,,0,,,0,,
9637496,,"Main and Oxford State (Dad's Restaurant) SB","",39.482337,-84.419929,,,0,,,0,,
9637557,,"Jewell Ave at Scott St","",39.532201,-84.367413,,,0,,,0,,
9637558,,"Wilbraham Rd at Eldora Dr","",39.531213,-84.376945,,,0,,,0,,
9713824,,"Verity Pkwy at Columbia Ave","",39.518292,-84.400604,,,0,,,0,,
9714055,,"Roosevelt Blvd at Wicoff St","",39.502577,-84.387247,,,0,,,0,,
9718537,,"Roosevelt Blvd at Orchard St","",39.501364,-84.374968,,,0,,,0,,
9737000,,"Crawford St at First Ave (Red)","",39.512819,-84.391775,,,0,,,0,,
9824150,,"1200 Verity Pkwy","",39.503215,-84.410723,,,0,,,0,,
9824723,,"Dixie Hwy & Donald SB","",39.343536,-84.538035,,,0,,,0,,
9825084,,"Forest Park Park & Ride","",39.29364,-84.522649,,,0,,,0,,
